Date,Open,High,Low,Close,Adj Close,Volume
11/19/2018,43.619999,44.27,43.509998,44.18,42.598381,22458800
11/20/2018,44.009998,44.389999,43.400002,43.529999,41.971657,21791800
11/21/2018,43.5,43.5,42.77,43.099998,41.557049,18658300
11/23/2018,42.950001,43.549999,42.799999,43.139999,41.595615,8390900
11/26/2018,43.32,43.490002,42.880001,43.34,41.78846,19115700
11/27/2018,43.200001,44.150002,42.970001,44.07,42.492321,18753200
11/28/2018,44.290001,44.919998,44.099998,44.900002,43.292614,18873500
11/29/2018,44.759998,45.830002,44.700001,45.509998,43.880772,24729900
11/30/2018,45.349998,46.259998,45.279999,46.23,44.574997,42746200
12/3/2018,46.369999,46.380001,45.759998,45.990002,44.343594,25399600
12/4/2018,46.23,46.470001,45.110001,45.139999,43.524017,27233300
12/6/2018,44.580002,44.990002,43.619999,44.98,43.369747,30539400
12/7/2018,44.82,44.939999,43.68,43.919998,42.347691,26531200
12/10/2018,44.139999,44.560001,43.07,44.400002,42.810513,24846200
12/11/2018,44.080002,44.509998,43.57,44.009998,42.434471,22680200
12/12/2018,44.349998,44.849998,44.150002,44.16,42.579105,19147000
12/13/2018,44.459999,44.900002,44.209999,44.57,42.974426,22404100
12/14/2018,44.080002,44.119999,43.43,43.799999,42.231995,31333000
12/17/2018,43.5,43.970001,42.98,43.110001,41.566692,36671600
12/18/2018,43.470001,43.5,42.040001,42.400002,40.882107,29531100
12/19/2018,42.830002,42.990002,41.560001,41.970001,40.467506,35045500
12/20/2018,41.709999,42.41,41.529999,41.950001,40.448223,32727400
12/21/2018,41.639999,42.869999,41.450001,41.93,40.428936,58755400
12/24/2018,41.810001,41.959999,40.52,40.549999,39.098339,18764900
12/26/2018,40.66,42.200001,40.419998,42.189999,40.679626,24133900
12/27/2018,41.810001,42.849998,41.259998,42.849998,41.315998,27414300
12/28/2018,43.02,43.540001,42.810001,42.959999,41.422058,24175500
12/31/2018,43.209999,43.73,43.099998,43.650002,42.08736,19482000
1/2/2019,43.119999,43.5,42.639999,43.25,41.701675,25076200
1/3/2019,43.240002,43.34,41.950001,42.040001,40.534996,27043200
1/4/2019,42.439999,43.349998,42.259998,43,41.460629,25754600
1/7/2019,43.07,43.619999,42.860001,43.23,41.682396,19919800
1/8/2019,43.560001,43.700001,43.150002,43.43,41.875237,18669100
1/9/2019,43.459999,43.669998,43.200001,43.34,41.78846,19077400
1/10/2019,43.220001,43.23,42.029999,42.310001,40.795334,37695600
1/11/2019,42.330002,42.880001,42.150002,42.880001,41.344929,19985300
1/14/2019,42.549999,42.630001,42.169998,42.369999,40.85318,16703200
1/15/2019,42.599998,43.240002,42.43,42.73,41.200291,24540200
1/16/2019,42.59,42.790001,42.029999,42.110001,40.602489,28623700
1/17/2019,41.950001,42.66,41.830002,42.470001,40.9496,22938600
1/18/2019,42.860001,42.880001,42.259998,42.529999,41.007454,36639900
1/22/2019,42.41,42.689999,41.93,42.27,40.756763,27935600
1/23/2019,41.990002,42.200001,41.549999,42.16,40.650703,23209500
1/24/2019,41.779999,41.790001,40.619999,40.950001,39.484016,32631900
1/25/2019,41.099998,41.25,40.509998,40.639999,39.185116,34025100
1/28/2019,40.5,40.529999,39.48,39.529999,38.114849,37314700
1/29/2019,39.5,40.849998,39.470001,40.77,39.310463,48744600
1/30/2019,40.77,41.75,40.73,41.580002,40.091465,34220000
1/31/2019,41.380001,42.619999,41.349998,42.450001,41.287788,38830600
