Date,Open,High,Low,Close,Adj Close,Volume
2/1/2019,42.869999,43.119999,42.549999,42.880001,41.706017,25844100
2/4/2019,42.84,42.84,41.959999,42.439999,41.278061,18431200
2/5/2019,42.43,42.73,42.060001,42.110001,40.957096,20045200
2/6/2019,41.919998,42.369999,41.790001,42.330002,41.171074,15607600
2/7/2019,42.110001,42.150002,41.209999,41.700001,40.558323,23005700
2/8/2019,41.529999,42.240002,41.490002,42.23,41.073811,26091200
2/11/2019,42.279999,42.310001,41.509998,41.68,40.538868,25713600
2/12/2019,41.709999,42.009998,41.389999,41.869999,40.723667,28975500
2/13/2019,41.919998,42.060001,41.389999,41.700001,40.558323,23488800
2/14/2019,41.700001,42.119999,41.619999,41.970001,40.82093,18847200
2/15/2019,42.380001,42.509998,42.080002,42.400002,41.239159,18186900
2/19/2019,42.240002,42.860001,42.189999,42.599998,41.433681,23181200
2/20/2019,42.529999,42.560001,41.93,42.200001,41.044636,25953400
2/21/2019,42.02,42.32,41.860001,42.139999,40.986279,18607100
2/22/2019,42.299999,43.130001,42.220001,42.959999,41.783825,23509800
2/25/2019,43.040001,43.369999,42.939999,43.080002,41.900543,23979900
2/26/2019,42.959999,43.23,42.799999,43.02,41.842182,15701100
2/27/2019,42.98,43.220001,42.810001,42.93,41.754646,15631000
2/28/2019,42.950001,43.779999,42.869999,43.349998,42.163147,37004200
3/1/2019,43.610001,43.790001,43.290001,43.360001,42.172871,25301500
3/4/2019,43.439999,43.59,42.880001,43.07,41.890812,21637400
3/5/2019,43.09,43.25,42.849998,42.889999,41.715736,25170600
3/6/2019,42.82,42.869999,41.619999,41.860001,40.71394,21262200
3/7/2019,41.860001,41.889999,41.25,41.389999,40.256809,27558000
3/8/2019,41.330002,41.439999,40.34,40.889999,39.7705,29702200
3/11/2019,41.099998,41.52,40.799999,41.5,40.3638,27667500
3/12/2019,41.700001,41.919998,41.369999,41.73,40.587502,22932200
3/13/2019,41.869999,42.130001,41.549999,42.009998,40.859837,22500300
3/14/2019,42,42.080002,41.130001,41.189999,40.062283,30474000
3/15/2019,41.23,41.880001,40.860001,41.779999,40.636131,70938000
3/18/2019,41.77,42.07,41.650002,41.810001,40.66531,18021200
3/19/2019,41.970001,42.43,41.75,42.299999,41.141895,25050500
3/20/2019,42.200001,42.400002,41.779999,42.169998,41.015453,22295100
3/21/2019,41.93,42.639999,41.869999,42.349998,41.190521,23019500
3/22/2019,42.200001,42.619999,41.830002,41.849998,40.704212,18614900
3/25/2019,41.810001,42.150002,41.669998,41.889999,40.743122,18807700
3/26/2019,42.200001,42.700001,42.130001,42.419998,41.25861,19781100
3/27/2019,42.34,42.639999,41.919998,42.02,40.86956,18458300
3/28/2019,42.18,42.369999,42.060001,42.290001,41.132168,16048900
3/29/2019,42.400002,42.580002,42.189999,42.470001,41.30724,20571000
4/1/2019,42.580002,42.939999,42.549999,42.84,41.667114,19302700
4/2/2019,42.950001,43.18,42.740002,42.91,41.735195,17670900
4/3/2019,42.990002,43.07,42.549999,42.84,41.667114,15370400
4/4/2019,42.790001,42.919998,42.5,42.740002,41.569851,12325400
4/5/2019,42.98,43.279999,42.889999,42.990002,41.813004,14761900
4/8/2019,43.07,43.279999,42.91,43.139999,41.958897,14620800
4/9/2019,42.98,43,42.580002,42.84,41.667114,17860600
4/10/2019,42.919998,42.919998,42.650002,42.73,41.560123,12526200
4/11/2019,42.790001,42.830002,41.990002,42.27,41.112717,19179200
4/12/2019,42.34,42.34,41.580002,41.709999,40.568047,20245300
4/15/2019,41.860001,42.119999,41.470001,42.09,40.937645,17422000
4/16/2019,42.220001,42.299999,40.830002,40.919998,39.799675,26097700
4/17/2019,40.900002,41,39.389999,39.880001,38.788151,40239200
4/18/2019,39.93,39.93,38.419998,39.380001,38.301842,47988400
4/22/2019,39.029999,39.5,38.810001,38.98,37.912792,29429700
4/23/2019,39.09,39.639999,38.880001,39.419998,38.340744,25305600
4/24/2019,39.5,39.639999,39.16,39.369999,38.29211,20111000
4/25/2019,39.25,39.830002,39.169998,39.610001,38.525543,17201200
4/26/2019,39.669998,39.990002,39.450001,39.970001,38.875687,19025800
4/29/2019,39.970001,40.02,39.59,39.59,38.506092,22038900
4/30/2019,40.400002,41.18,39.799999,40.610001,39.498165,32600000
5/1/2019,40.59,40.919998,40.169998,40.77,39.653782,19642700
5/2/2019,40.810001,41.02,40.580002,41.009998,39.887211,19422400
5/3/2019,41.220001,41.5,41.029999,41.389999,40.256809,17708500
5/6/2019,40.91,41.77,40.84,41.650002,40.509693,24642700
5/7/2019,41.389999,41.709999,40.5,40.830002,39.712147,26189600
5/8/2019,40.799999,41.029999,40.439999,40.950001,39.828857,22592000
5/9/2019,40.299999,40.84,40.23,40.639999,39.877918,18721500
5/10/2019,40.630001,40.82,39.869999,40.720001,39.956421,16500500
5/13/2019,40.23,40.650002,40.150002,40.57,39.809231,26575700
5/14/2019,40.59,40.869999,40.560001,40.66,39.897545,25401100
5/15/2019,40.860001,41.290001,40.700001,41.150002,40.378357,31803300
5/16/2019,41.150002,41.98,41.150002,41.639999,40.859169,24201600
5/17/2019,41.299999,41.810001,41.25,41.470001,40.692356,27692300
5/20/2019,41.400002,41.709999,41.279999,41.59,40.810104,23009100
5/21/2019,41.709999,41.810001,41.490002,41.669998,40.888603,27310300
5/22/2019,41.689999,42.209999,41.549999,41.990002,41.202602,23979700
5/23/2019,41.84,41.98,41.650002,41.919998,41.133915,24189700
5/24/2019,42.060001,42.310001,41.869999,41.950001,41.163353,14595200
5/28/2019,42.150002,42.48,41.889999,41.900002,41.114292,46907600
5/29/2019,41.700001,41.84,41.279999,41.720001,40.937668,25517800
5/30/2019,41.68,41.950001,41.580002,41.900002,41.114292,16455700
5/31/2019,41.689999,41.98,41.450001,41.52,40.741417,21479400
6/3/2019,41.630001,42.189999,41.57,41.919998,41.133915,21483000
6/4/2019,42.48,42.75,42.040001,42.23,41.438103,17508100
6/5/2019,42.599998,42.84,42.41,42.48,41.683414,20321500
6/6/2019,42.799999,43.09,42.48,42.709999,41.909103,23239300
6/7/2019,42.98,43.25,42.860001,42.919998,42.115162,18997600
6/10/2019,43.240002,43.240002,42.669998,43.07,42.262352,14493100
6/11/2019,43.200001,43.299999,42.549999,42.669998,41.86985,17849300
6/12/2019,42.470001,43.169998,42.459999,43.080002,42.272167,15461900
6/13/2019,43.07,43.139999,42.369999,42.5,41.703041,13723000
6/14/2019,42.52,42.869999,42.48,42.759998,41.95816,12521700
6/17/2019,42.700001,42.900002,42.349998,42.880001,42.075916,13372800
6/18/2019,42.82,43.330002,42.82,43.07,42.262352,21663600
6/19/2019,43.169998,43.59,43.09,43.5,42.684288,20639100
6/20/2019,43.830002,44.110001,43.509998,43.599998,42.78241,22296300
6/21/2019,43.549999,44,43.310001,43.669998,42.851097,36187100
6/24/2019,43.689999,43.900002,43.470001,43.759998,42.939407,23362500
6/25/2019,43.849998,44.290001,43.759998,43.759998,42.939407,26972500
6/26/2019,43.68,43.799999,42.5,42.990002,42.183853,38908300
6/27/2019,43.02,43.560001,43.009998,43.43,42.615601,20868100
6/28/2019,43.450001,43.720001,42.98,43.32,42.507664,37690900
7/1/2019,43.509998,43.880001,43.34,43.77,42.949223,20248000
7/2/2019,43.68,44.220001,43.66,44.220001,43.390789,15694400
7/3/2019,44.369999,44.560001,43.98,44.400002,43.56741,9770000
7/5/2019,44.310001,44.349998,43.779999,43.919998,43.096413,17357900
7/8/2019,43.799999,43.869999,42.98,43.299999,42.488037,22728000
7/9/2019,43.419998,43.799999,43.299999,43.369999,42.556725,13494600
7/10/2019,43.650002,44.110001,43.439999,44.060001,43.233791,14514800
7/11/2019,43.32,43.560001,42.380001,42.98,42.174038,36417000
7/12/2019,42.91,42.990002,42.009998,42.400002,41.604916,31860500
7/15/2019,42.27,42.77,42.240002,42.75,41.948353,19320600
7/16/2019,42.790001,42.970001,42.48,42.849998,42.046478,18551600
7/17/2019,43.09,43.189999,42.73,42.740002,41.938541,15504300
7/18/2019,42.860001,43.060001,42.549999,43.060001,42.252541,13025500
7/19/2019,43.189999,43.209999,42.77,42.77,41.967976,22345900
7/22/2019,42.830002,43.02,42.549999,42.82,42.017036,11909000
7/23/2019,42.849998,43.23,42.75,43.09,42.281975,18583400
7/24/2019,43,43,42.369999,42.889999,42.085724,17189600
7/25/2019,42.830002,43,42.529999,42.669998,41.86985,16617300
7/26/2019,42.66,43.169998,42.43,43.09,42.281975,19983100
7/29/2019,42.169998,43,41.34,41.450001,40.672729,61251600
7/30/2019,39.830002,40.240002,38.599998,38.790001,38.062611,90834600
7/31/2019,38.599998,39.669998,38.509998,38.84,38.111671,53424500
8/1/2019,38.310001,38.619999,37.68,38.25,37.883873,48980000
8/2/2019,38.25,38.540001,37.75,38,37.636269,27660000
8/5/2019,37.759998,37.830002,36.41,36.959999,36.60622,43671900
8/6/2019,37.189999,37.310001,36.470001,36.950001,36.596317,30347100
8/7/2019,36.650002,36.779999,35.860001,36.580002,36.229862,30376900
8/8/2019,36.700001,36.950001,36.599998,36.869999,36.517082,22159800
8/9/2019,36.77,36.830002,36.110001,36.349998,36.00206,24090800
8/12/2019,36.310001,36.32,34.779999,35.389999,35.05125,41947500
8/13/2019,35.43,35.810001,35.150002,35.200001,34.863068,43215800
8/14/2019,34.93,34.98,34.200001,34.240002,33.912258,36654100
8/15/2019,34.299999,34.580002,33.970001,34.48,34.14996,29140100
8/16/2019,34.720001,35.009998,34.490002,34.650002,34.318336,28474700
8/19/2019,34.880001,35.32,34.830002,35.18,34.843262,20870300
8/20/2019,35.099998,35.16,34.57,34.610001,34.278717,18911300
8/21/2019,34.939999,35.119999,34.82,34.869999,34.536228,18224600
8/22/2019,34.959999,35.23,34.799999,35.080002,34.744221,16065600
8/23/2019,35.209999,35.349998,34.169998,34.34,34.011299,26342800
8/26/2019,34.619999,34.860001,34.48,34.84,34.506516,16573700
8/27/2019,35.009998,35.09,34.310001,34.34,34.011299,23449100
8/28/2019,34.360001,35.150002,34.279999,35.080002,34.744221,24713400
8/29/2019,35.790001,35.790001,35.23,35.330002,34.991825,18605600
8/30/2019,35.619999,35.720001,35.279999,35.549999,35.209717,17906400
9/3/2019,35.610001,36.279999,35.509998,36.119999,35.774261,25260900
9/4/2019,36.299999,36.400002,35.700001,35.830002,35.487041,19591500
9/5/2019,36.110001,36.48,35.889999,36.34,35.992157,20964700
9/6/2019,36.360001,36.57,36.110001,36.5,36.150627,19804000
9/9/2019,36.59,36.84,36.130001,36.830002,36.477467,23411400
9/10/2019,36.59,37.380001,36.02,37.380001,37.022202,30598100
9/11/2019,37.740002,37.759998,36.900002,37.41,37.051914,16094100
9/12/2019,37.57,37.619999,37.060001,37.279999,36.923157,15837100
9/13/2019,37.389999,37.599998,36.610001,36.91,36.556702,22864900
9/16/2019,36.459999,37.02,36.349998,36.830002,36.477467,18858700
9/17/2019,36.790001,36.799999,36.349998,36.5,36.150627,20960100
9/18/2019,36.57,36.720001,36.259998,36.380001,36.031776,18671300
9/19/2019,36.419998,36.77,36.34,36.509998,36.160526,16837200
9/20/2019,36.889999,37.25,36.48,36.689999,36.338806,43634400
9/23/2019,36.380001,36.59,36.23,36.240002,35.893116,16409100
9/24/2019,36.27,36.580002,35.98,36.009998,35.665314,22947400
9/25/2019,35.91,36.349998,35.700001,35.900002,35.55637,19231200
9/26/2019,36.07,36.240002,35.57,35.779999,35.437515,16185700
9/27/2019,35.860001,36.34,35.720001,36.220001,35.873306,16682800
9/30/2019,36.279999,36.310001,35.919998,35.93,35.586082,16323900
10/1/2019,35.93,36.02,35.43,35.43,35.090866,20885200
10/2/2019,35.259998,35.27,34.66,34.700001,34.367855,21307400
10/3/2019,34.709999,35.470001,34.599998,35.450001,35.110676,20945100
10/4/2019,35.490002,35.98,35.450001,35.93,35.586082,17139800
10/7/2019,35.82,36.259998,35.799999,35.830002,35.487041,11156900
10/8/2019,35.650002,35.880001,35.419998,35.43,35.090866,14005000
10/9/2019,35.650002,35.889999,35.529999,35.689999,35.348377,12935800
10/10/2019,35.669998,36.009998,35.599998,35.790001,35.447422,11573700
10/11/2019,36.139999,36.580002,36.07,36.110001,35.764359,17501000
10/14/2019,36.16,36.349998,35.98,36.299999,35.952538,8255200
10/15/2019,36.450001,36.740002,36.41,36.5,36.150627,14400600
10/16/2019,36.630001,36.75,36.32,36.34,35.992157,13696200
10/17/2019,36.490002,36.810001,36.369999,36.459999,36.111008,14527600
10/18/2019,36.43,36.700001,36.349998,36.459999,36.111008,13490700
10/21/2019,36.650002,36.68,36.360001,36.459999,36.111008,12558900
10/22/2019,36.41,36.700001,36.25,36.43,36.081295,13804000
10/23/2019,36.310001,36.779999,36.220001,36.77,36.418041,13283300
10/24/2019,36.75,36.84,36.259998,36.389999,36.041679,18973800
10/25/2019,36.400002,36.880001,36.310001,36.77,36.418041,16601200
10/28/2019,36.860001,37.48,36.82,37.279999,36.923157,24478500
10/29/2019,38,38.759998,37.919998,38.209999,37.844257,30561700
10/30/2019,38.41,38.82,38.299999,38.48,38.111671,20891300
10/31/2019,38.389999,38.580002,38.18,38.369999,38.002724,23282600
11/1/2019,38.689999,38.939999,38.389999,38.389999,38.022533,18276300
11/4/2019,38.709999,38.740002,38.029999,38.029999,37.665977,16802400
11/5/2019,38.029999,38.099998,37.470001,37.48,37.121243,20577300
11/6/2019,37.610001,37.73,37.349998,37.610001,37.25,17796300
11/7/2019,37.400002,37.580002,36.880001,36.91,36.91,21562900
11/8/2019,36.880001,37.16,36.830002,37.049999,37.049999,25262700
11/11/2019,36.91,37.009998,36.75,36.93,36.93,11900300
11/12/2019,36.830002,37.09,36.700001,36.970001,36.970001,12655000
11/13/2019,36.950001,36.950001,36.299999,36.599998,36.599998,24530600
11/14/2019,36.560001,36.759998,36.32,36.549999,36.549999,23900000
11/15/2019,36.630001,37.470001,36.52,37.279999,37.279999,34515000
11/18/2019,37.389999,37.439999,36.959999,37.035,37.035,5236887
