Consumer Defensive,"BIG",31.889999389648438,0.9434,0.9563379702177,0.884215902157356
Consumer Defensive,"TWOU",35.72999954223633,0.9395,0.7641081401773664,0.8603227254509334
Consumer Defensive,"OLLI",80.01000213623047,0.9357000000000001,0.6223723448858657,0.8323856407930664
Consumer Defensive,"BYND",140.5,0.9349999999999999,0.7053232723772689,0.8428436760197636
Consumer Defensive,"HLF",44.029998779296875,0.9314,0.5726356332571624,0.811603054061093
Consumer Defensive,"SAM",524.7100219726562,0.9293,0.5275754835552249,0.7952907402755583
Consumer Defensive,"FIZZ",55.02000045776367,0.9263,0.46390095705717727,0.7674298815429773
Consumer Defensive,"BRFS",3.9700000286102295,0.9231,0.6473562753002254,0.8043091533918694
Consumer Defensive,"UNFI",17.989999771118164,0.6984,1.0361692767392148,0.40732786847615904
Consumer Defensive,"BGS",22.34000015258789,0.6914,0.677146910695028,0.23566433152703756
Consumer Defensive,"NUS",36.11000061035156,0.6912,0.8812741572536718,0.34079825786527307
Consumer Defensive,"SPB",42.61000061035156,0.6804,0.6938814085874602,0.21980256066146475
Consumer Defensive,"BJ",28.969999313354492,0.6796,0.5105711161508757,0.05206743917781566
Consumer Defensive,"CENTA",32.9900016784668,0.6792,0.4919364770995399,0.027083283851121184
Consumer Defensive,"MKC",173.58999633789062,0.6762,0.501708557044845,0.03080538702540565
Consumer Defensive,"BRBR",19.479999542236328,0.6753,0.49481767866190657,0.019098708085655478
Consumer Defensive,"DAR",21.81999969482422,0.675,0.588640471434266,0.12288030084286704
